bank_pk,bank_id,bank_name,branch_id,branch_name,fd_sales,rd_sales,ca_sales,sa_sales,life_insurance,general_insurance,mutual_fund
1-Kotak-101-Ki,1,Kotak,101,Kimshire Branch,955033.28,739602.58,1179258.41,1127928.41,4458874.79,3204983.91,1912012.44
1-Kotak-194-Po,1,Kotak,194,Port Michael Branch,1295668.1,399615.28,782793.31,704908.74,2351362.45,1599348.97,1937871.31
3-Kotak-126-So,3,Kotak,126,South Wendy Branch,2084321.32,527607.78,1171359,483183.44,3157457.56,1399512.61,986738
3-Kotak-115-We,3,Kotak,115,West Jennifer Branch,1628472.8,216565.92,812213.09,389684.74,2911897.12,1811987.73,1183502.18
1-Kotak-163-Sh,1,Kotak,163,Shannonmouth Branch,614886.39,206977.66,527949.66,359444.07,1296401.68,1414501.83,658781.9
2-Kotak-165-So,2,Kotak,165,South Patrick Branch,1819461.22,744666.37,768467.22,942512.84,3940338.84,3200355.22,1139467.5
1-Kotak-148-No,1,Kotak,148,North Melaniestad Branch,2080816.26,673160.08,1276006.18,999605.84,4312506.29,3298608.55,1610576.58
1-Kotak-189-Ne,1,Kotak,189,New Dianaborough Branch,1533656.61,758357.28,764034.03,670807.3,3001255.35,1484021.76,1505786.52
1-Kotak-172-La,1,Kotak,172,Lake Traci Branch,1608654.06,565992.72,1179796.04,836656.46,2858620.64,2506359.56,1336387.97
1-Kotak-151-Ja,1,Kotak,151,Jarvismouth Branch,3464233.78,1245650.52,1590910.02,1251933.3,4957421.55,4231326.63,2242157.59
2-Kotak-104-Or,2,Kotak,104,Ortegashire Branch,2597185.8,1278188.09,2297125.51,1991369.64,6256722.27,5935082.73,2787503.98
4-Kotak-135-Ea,4,Kotak,135,East Michael Branch,2287611.7,1127059.39,1384020.22,781255.23,3473277.8,3407142.38,1957321.98
5-Kotak-106-Wi,5,Kotak,106,Williamview Branch,1095268.37,974991.59,1294343.09,806854.53,3733630.05,3471496.21,2150392.41
5-Kotak-195-Po,5,Kotak,195,Port Wanda Branch,705608.99,403656.32,652544.55,345992.7,2745650.57,937742.16,1217349.44
1-Kotak-130-Ro,1,Kotak,130,Robertshire Branch,1709426.76,668006.13,1013712.36,322825.78,2654958.98,2155931.16,1854592.52
5-Kotak-147-Ea,5,Kotak,147,East Jason Branch,971457.23,562051.33,784089.03,576153.61,3124294.49,1984704.57,1556617.25
1-Kotak-105-So,1,Kotak,105,South Rachel Branch,1501959.43,798128.74,1185813.5,657497.92,4330652.35,3323941.88,1408747.29
2-Kotak-128-No,2,Kotak,128,North Nathanieltown Branch,1875778.46,685424.16,1540613.34,1080341.26,3741439.29,4011884.08,1756138.13
2-Kotak-108-Ea,2,Kotak,108,East Carl Branch,2963233.03,659978.68,1081638.02,843336.21,4808752.7,3167910.52,1249947.42
2-Kotak-183-La,2,Kotak,183,Lancemouth Branch,1346654.34,409260.57,557174.65,482349.07,2821527.54,1686307.04,1088231.21
1-Kotak-110-So,1,Kotak,110,South Michelle Branch,1298812.73,644739.76,735967.3,473357.31,2069379.5,3189413.42,1010290.8
3-Kotak-118-We,3,Kotak,118,West Brandontown Branch,1429331.22,1083552.64,1227669.54,1082444.73,4233566.98,3104116.45,1689924.34
5-Kotak-186-Ea,5,Kotak,186,East Sarabury Branch,3135481.36,1146534.97,2137617.97,1134939.03,5617158.47,3375134.39,2478406.41
1-Kotak-169-No,1,Kotak,169,North Jacquelineburgh Branch,1412739.63,649267.61,392913.35,521674.25,1555554.36,1993529.64,1018046.61
4-Kotak-194-Po,4,Kotak,194,Port Michael Branch,1376343.01,491220.93,555526.72,583854.4,2299253.1,2408800.99,1489071.85
2-Kotak-114-La,2,Kotak,114,Lake Hollystad Branch,1175383.43,604817.06,718886.19,378723.99,3045376.02,3008323.78,2232181.64
1-Kotak-158-Ea,1,Kotak,158,East Chadstad Branch,969149.28,271462.39,526430.99,617486.95,2315840.61,1598822.21,1395727.22
4-Kotak-173-Ne,4,Kotak,173,New Nathan Branch,1917971.21,320172.81,603495.97,882417.66,2239519.23,2436937.41,1258928.67
2-Kotak-159-Ag,2,Kotak,159,Aguilarberg Branch,2691845.56,1031771.18,1654401.18,1311789.94,6411021.15,5024167.81,1870721.92
3-Kotak-127-We,3,Kotak,127,West Kimberly Branch,1748125.14,655081.36,500939.69,845449.7,2117581.15,2256175.15,1160421.5
2-Kotak-145-Mi,2,Kotak,145,Michaelland Branch,1781349.61,789452.63,894676.17,833106.99,2365848.52,1276409.36,1320001.56
1-Kotak-136-Me,1,Kotak,136,Meyersside Branch,2215166.05,839048.06,1059504.01,1158331.05,4109401.26,4398544.39,1803006.02
2-Kotak-147-Ea,2,Kotak,147,East Jason Branch,494977.75,232444.14,360145.16,139038.33,1758357.96,271321.69,556991.99
1-Kotak-177-Ta,1,Kotak,177,Tammyberg Branch,1255914.17,1018938.18,1229149.55,888160.99,3788632.25,3067362.1,2102287.46
3-Kotak-170-Ea,3,Kotak,170,East Joshua Branch,1415446.27,546585.94,1145049.16,587008.26,4334338.34,1552738.03,1841677.99
5-Kotak-135-Ea,5,Kotak,135,East Michael Branch,1718036.36,615116.68,1103622.13,927987.07,2733622.23,2927871.06,1416099.54
5-Kotak-181-We,5,Kotak,181,West Christopher Branch,1749424.21,912144.58,1031070.54,923001.05,3568661.73,2019063.12,1540774.35
4-Kotak-178-Po,4,Kotak,178,Port Kimberlyfurt Branch,2875096.98,790379.49,1278286.66,970967.63,4029656.43,2803940.4,2997702.66
4-Kotak-147-Ea,4,Kotak,147,East Jason Branch,2535128.6,871418.74,1783178.33,1030619.51,6392463.19,5414532.85,2391158.84
4-Kotak-140-St,4,Kotak,140,Stanleyview Branch,1903756.52,781201.14,709770.51,843227.81,4447479.97,2011341.22,1244335.02
1-Kotak-162-Mo,1,Kotak,162,Moniquechester Branch,2341799.46,940892.57,1696389.49,872722.34,3608928.88,3873191.43,1720959.9
3-Kotak-117-Ke,3,Kotak,117,Kellymouth Branch,1468624.79,523889.26,926029.15,965173.6,2342946.07,2700478.23,1069535.97
3-Kotak-171-Ne,3,Kotak,171,New Kimberly Branch,2108036.91,1011377.65,1255776.36,633598.52,4034513.86,2579274.02,2093552.69
4-Kotak-102-Jo,4,Kotak,102,Johnland Branch,1751696.29,831299.66,1241168.5,1102836.77,2548205.6,2886768.11,1623538.82
1-Kotak-153-Da,1,Kotak,153,Davidchester Branch,1234553.3,559150.66,411168.91,763041.07,2093166.54,2787633.8,829480.67
3-Kotak-113-Ne,3,Kotak,113,New Amyville Branch,1052167.36,461880.64,758111.01,526473.45,2646392.61,1509081.69,958260.5
4-Kotak-109-Sa,4,Kotak,109,Sandramouth Branch,2345985.86,921759.33,1145747.36,1005373.48,2792662.59,3140401.79,1975472.32
2-Kotak-182-An,2,Kotak,182,Anthonyberg Branch,2045225.89,868968.48,1476809.24,1468904.03,6411924.43,4431780.09,2524411.65
4-Kotak-165-So,4,Kotak,165,South Patrick Branch,1411609.36,367096.02,627845.79,553277.43,2222262.14,1992895.49,853781.5
3-Kotak-102-Jo,3,Kotak,102,Johnland Branch,1094439.62,596655.35,838662.95,531715.85,3951965.35,2978249.86,1147521.61
1-Kotak-114-La,1,Kotak,114,Lake Hollystad Branch,1398747.61,633246.2,1108861.89,771887.01,3861391.95,2862939.79,1688528.71
4-Kotak-163-Sh,4,Kotak,163,Shannonmouth Branch,1101674.83,649320.21,885723.49,839731.41,2975165.16,2073627.1,2007353.11
3-Kotak-146-Br,3,Kotak,146,Brandonside Branch,1297129.13,498840.52,979417.37,788115.43,1896889.65,3202894.12,1467245.86
4-Kotak-191-So,4,Kotak,191,South Feliciaborough Branch,2297268.61,450326.76,1150291.46,662583.39,2809050.53,2292281.01,1500162.36
2-Kotak-137-No,2,Kotak,137,North Robertton Branch,1944541.24,715124.26,796278.98,812358.14,2720334.78,2525373.62,1219378.68
3-Kotak-103-La,3,Kotak,103,Lake Jamesstad Branch,1286132.99,443314.99,810266.69,470768.18,1774276.38,2409767.09,1196111.31
1-Kotak-125-Am,1,Kotak,125,Amymouth Branch,559112.69,250707.8,406139.89,111667.96,1427935,482095.8,446441.25
4-Kotak-154-Mi,4,Kotak,154,Mikeside Branch,1023579.43,658492.24,826821.16,419780.39,3315893.19,1546386.86,1689943.45
4-Kotak-145-Mi,4,Kotak,145,Michaelland Branch,1575011.16,485015.4,756686.96,779299.12,2665434.62,3027194.48,1301648.27
4-Kotak-132-Jo,4,Kotak,132,Josephland Branch,1301963.65,596662.32,796225.11,772578.34,2800412.21,2346768.23,696021
1-Kotak-120-Ea,1,Kotak,120,East Sydney Branch,1207966.66,247309.61,397294.55,534677.19,1983073.06,1029537.85,660185.46
4-Kotak-120-Ea,4,Kotak,120,East Sydney Branch,1676239.74,831881.33,845832.44,625989.23,2667469.37,2422263.3,1177591.73
4-Kotak-175-Ne,4,Kotak,175,New Peter Branch,1434132.72,609225.16,911808.39,492075.49,3057009.99,2024465.77,1562250.52
3-Kotak-181-We,3,Kotak,181,West Christopher Branch,1156575.47,129949.91,546959.21,305202.7,1500108.81,1018092.7,1054563.99
4-Kotak-144-Ea,4,Kotak,144,East Jenniferstad Branch,2218577.94,821879.06,1477375.45,821916.85,3764518.5,4113302.4,2443111.46
4-Kotak-170-Ea,4,Kotak,170,East Joshua Branch,609595.03,715586.9,519924.01,914731.97,2602381.16,1797053.09,1098982.47
5-Kotak-152-Br,5,Kotak,152,Brittanyland Branch,1394509.1,367908.55,90713.76,220771.31,1916300.19,1204828.05,515546.25
1-Kotak-152-Br,1,Kotak,152,Brittanyland Branch,2520827.85,715709.65,1296481.39,1047731.73,3330488.38,2918276.82,2170946.03
3-Kotak-143-Ha,3,Kotak,143,Hallborough Branch,2814170.63,1053646.24,1142901.15,1094625.01,4250722.13,3768998.24,2650750.68
5-Kotak-138-La,5,Kotak,138,Lake Christophertown Branch,439544,380099.77,674950.36,471600.44,1558979.83,1210318.22,399587.37
3-Kotak-178-Po,3,Kotak,178,Port Kimberlyfurt Branch,2559186.61,763113.9,1181945.85,729883.28,3226661.78,2414603.33,1729994.71
4-Kotak-138-La,4,Kotak,138,Lake Christophertown Branch,2255148.34,1021095.92,1439025.64,1047571.48,4631372.17,3840223.04,3688325.22
1-Kotak-174-We,1,Kotak,174,West Danielle Branch,1899683.33,676857.02,898009.4,928995.46,4413624.52,2406345.53,2101980.58
4-Kotak-124-Ma,4,Kotak,124,Maryburgh Branch,1656265.11,396553.54,735837.58,515819.07,2395501,2191865.53,1312150.77
2-Kotak-156-Ea,2,Kotak,156,East Emilymouth Branch,230167.25,225926.47,358840.49,160954.26,336383.01,219505.44,504229.4
5-Kotak-199-No,5,Kotak,199,North Patrickfort Branch,3516802,1621137.21,1802492.47,1103767.99,4788322.59,3857833.17,2006151.12
4-Kotak-103-La,4,Kotak,103,Lake Jamesstad Branch,1746813.37,765404.23,1025591.43,796153.41,3051259.57,1723725.52,1482990.27
4-Kotak-137-No,4,Kotak,137,North Robertton Branch,1691123.28,441297.84,447950.4,857584.82,1877201.28,1257562.77,1041606.26
1-Kotak-176-Mu,1,Kotak,176,Murrayhaven Branch,797390.4,501251.2,225129.75,391250.17,900975.82,1581301.95,1229244.25
2-Kotak-154-Mi,2,Kotak,154,Mikeside Branch,808995.35,304247.66,759872.9,702950.55,946607.8,739638.5,781706.38
4-Kotak-164-Fo,4,Kotak,164,Fordton Branch,2172516.63,543697.63,656941.16,936311.95,3477965.38,3344176.15,1607206.97
3-Kotak-156-Ea,3,Kotak,156,East Emilymouth Branch,940869.45,372990.66,209922.8,304361.24,2172672.58,1201262.56,481609.74
3-Kotak-185-Po,3,Kotak,185,Port Patricktown Branch,1841771.92,1103453.64,792596.98,652288.64,3985238.45,3133175.53,1197700.99
2-Kotak-126-So,2,Kotak,126,South Wendy Branch,1080201.91,790484.96,840180.06,756434.07,3537272.81,2114907.84,1620134.74
3-Kotak-195-Po,3,Kotak,195,Port Wanda Branch,1713396.65,861470.98,1410229.43,899948.69,3104926.87,2538548.1,1855864.43
4-Kotak-171-Ne,4,Kotak,171,New Kimberly Branch,1535969.81,763225.76,846705.05,533509.13,2428199.63,2740079.76,1168569.36
1-Kotak-181-We,1,Kotak,181,West Christopher Branch,1681303.7,659564.86,975904.24,454331.7,1978726.87,1643452.12,1240225.22
2-Kotak-103-La,2,Kotak,103,Lake Jamesstad Branch,1237235.44,459478.64,818276.97,600020.05,3264100.68,1612701.75,1294027.05
4-Kotak-155-Al,4,Kotak,155,Alejandrofurt Branch,2852910.78,1117559.81,1425168.67,1093948.08,5487304.9,3624029.12,2088192.6
2-Kotak-115-We,2,Kotak,115,West Jennifer Branch,804908.76,524618.43,890684.23,534925.06,2861141.29,1492481.82,1352171.66
2-Kotak-193-Ne,2,Kotak,193,New Jenniferberg Branch,1682777.21,534671,548169.88,535819.8,2517058.98,1892548.35,644085.23
3-Kotak-130-Ro,3,Kotak,130,Robertshire Branch,359646.64,169845.52,200078.04,127091.64,739096.21,727704.59,281018.34
5-Kotak-149-Po,5,Kotak,149,Port Jademouth Branch,1516988.99,809974.48,1105914.69,877410.11,3792415.25,3277281.21,1275267.87
1-Kotak-140-St,1,Kotak,140,Stanleyview Branch,1397876.26,748537.32,768882.62,884507.11,3208982.58,2892884.3,1154137.42
4-Kotak-195-Po,4,Kotak,195,Port Wanda Branch,872188.1,413815.86,517267.86,708122.05,2371154.91,2030043.3,598980.66
2-Kotak-179-Po,2,Kotak,179,Port Brian Branch,2366532.19,804624.39,694678.94,940807.85,4231746.71,2709271.68,1301660.75
3-Kotak-190-Tu,3,Kotak,190,Tuckertown Branch,1364228.26,433059.01,930848.99,578140.38,3640742.23,2694996.88,1831174.31
3-Kotak-194-Po,3,Kotak,194,Port Michael Branch,622947.11,253090.05,263563.65,359124.32,1700691.75,1390548.48,634220.98
1-Kotak-196-Za,1,Kotak,196,Zamorahaven Branch,2591565.94,949495.76,1654862.96,1098443.29,4342583.94,5173676.15,2967552.87
1-Kotak-118-We,1,Kotak,118,West Brandontown Branch,1835724.55,889427.39,1010946.18,1056308.08,3705544.99,3058969.78,1431571.55
2-Kotak-176-Mu,2,Kotak,176,Murrayhaven Branch,600201.49,275911.61,464178.36,219163.03,585431.58,603641.77,764910.55
5-Kotak-159-Ag,5,Kotak,159,Aguilarberg Branch,2733098.8,801189.14,1746262.72,938427.29,7338009.44,3737045.43,2599846.66
3-Kotak-134-No,3,Kotak,134,North Charles Branch,839466.47,233545.15,618767.87,457282.42,1027638.99,921692.56,706239.99
3-Kotak-186-Ea,3,Kotak,186,East Sarabury Branch,1342980.83,514639.14,1049191.06,790482.38,4189236.28,2162149.97,1772678.51
3-Kotak-144-Ea,3,Kotak,144,East Jenniferstad Branch,388822.41,228231.21,290305.89,458885.78,901294.29,326518.92,269792.08
4-Kotak-167-Da,4,Kotak,167,Davischester Branch,1642298.69,753479.77,1005187.19,995448.19,3879999.87,2628073.02,1976946.27
5-Kotak-171-Ne,5,Kotak,171,New Kimberly Branch,1499137.47,704192.28,944172.42,744657.63,2475307.88,2452377.79,1415531.11
4-Kotak-197-Po,4,Kotak,197,Port Jeanne Branch,2709869.69,1279132.87,1673093.1,939712.89,4876325.81,3326178.12,1748807.56
3-Kotak-122-Te,3,Kotak,122,Teresamouth Branch,1985160.36,761862.02,1308679.02,828170.5,3850158.26,3132244.92,1913041.6
2-Kotak-101-Ki,2,Kotak,101,Kimshire Branch,2803439.67,969831.42,1389853.49,1466125.88,3171512.61,2558475.4,2259408.33
2-Kotak-142-Br,2,Kotak,142,Bryantton Branch,724871.98,389845.49,322311.25,559256.72,2110780.53,958610.07,1455841.53
5-Kotak-170-Ea,5,Kotak,170,East Joshua Branch,1728017.9,534529.17,591159.06,769065.24,3083340.28,3202036.47,1076368.26
5-Kotak-185-Po,5,Kotak,185,Port Patricktown Branch,1710582.27,847998.02,965796.77,1381953.49,2993710.81,4301501.84,1933741.52
4-Kotak-127-We,4,Kotak,127,West Kimberly Branch,977050.76,383289.57,1025389.84,769065.99,3092586.11,2978113.53,1689638.87
1-Kotak-131-Br,1,Kotak,131,Browningberg Branch,1368170.92,711783.69,836967.44,664303.83,3041120.98,3080760.99,917406.01
2-Kotak-170-Ea,2,Kotak,170,East Joshua Branch,1572289.32,530204.76,785576.88,884394.29,3262751.89,1685167,1194518.43
1-Kotak-171-Ne,1,Kotak,171,New Kimberly Branch,1970869.28,583582.63,938068.47,702789.16,2532139.91,2017997.42,1644790.14
1-Kotak-106-Wi,1,Kotak,106,Williamview Branch,413675.54,54197.39,249820.74,130156.15,337327.61,242334.93,234318.18
3-Kotak-184-Po,3,Kotak,184,Port Rachel Branch,950206.58,546759.22,507491.55,458739.6,2923536.44,1633760.76,1267110.4
5-Kotak-172-La,5,Kotak,172,Lake Traci Branch,2311945.83,561041.44,926240.99,464554.89,3364246.88,2643529.09,1686335.25
3-Kotak-141-Ho,3,Kotak,141,Hodgesburgh Branch,1740207.61,520274.53,1121499.07,787916.47,4039210.24,3136049.04,1785186.64
2-Kotak-110-So,2,Kotak,110,South Michelle Branch,2579156.05,1045144.78,1138298.88,1177459.8,5017232.34,3486674.26,2510410.66
4-Kotak-186-Ea,4,Kotak,186,East Sarabury Branch,1024809.68,329439.03,400027.36,521527.13,2870903.7,1731236.15,827686.97
4-Kotak-196-Za,4,Kotak,196,Zamorahaven Branch,316927.33,383233.92,523993.09,170331.63,1085234.04,1051698.14,163430.38
3-Kotak-150-La,3,Kotak,150,Lake Kelly Branch,480683.97,85323.12,224981.42,182571,437750.1,123950.98,49933.24
4-Kotak-146-Br,4,Kotak,146,Brandonside Branch,432428.4,373753.69,401037.65,393372.23,1340216.36,1568535.02,554589.94
3-Kotak-152-Br,3,Kotak,152,Brittanyland Branch,2393612.61,726241.19,784089.32,621448.18,3327306.84,1463386.14,1072453.88
1-Kotak-166-Ma,1,Kotak,166,Martintown Branch,1977627.82,754437.97,754701.26,583079.93,3215129.77,2868610.45,1637726.1
3-Kotak-182-An,3,Kotak,182,Anthonyberg Branch,818514.68,366737.02,699623.92,594414.09,1514007.49,2310382.08,1554433.24
4-Kotak-190-Tu,4,Kotak,190,Tuckertown Branch,2573897.6,988197.86,1340437.38,1498187.92,4587404.93,5257784.76,2460089.72
2-Kotak-136-Me,2,Kotak,136,Meyersside Branch,2315504.78,733837.07,1764520.99,1190706.25,3789672.83,4958478.32,2602840.27
1-Kotak-145-Mi,1,Kotak,145,Michaelland Branch,2564531.06,870582.07,1167263.15,1183722.52,3921351.73,2869953.05,3128252.88
1-Kotak-179-Po,1,Kotak,179,Port Brian Branch,1531741.35,471743.69,661706.83,779529.11,2728098.23,1333234.85,1273023.37
3-Kotak-155-Al,3,Kotak,155,Alejandrofurt Branch,679842.42,72748.2,353582.27,142500.73,1337138.31,289569.88,162777.33
5-Kotak-177-Ta,5,Kotak,177,Tammyberg Branch,1182928.53,502999.83,836439.28,490623.06,3862721.33,2563454.73,1792577.42
1-Kotak-195-Po,1,Kotak,195,Port Wanda Branch,2301855.06,549856.91,866202.77,786950.31,4239933.43,3359205.28,1378916.71
4-Kotak-192-Ca,4,Kotak,192,Carlton Branch,1908412.14,460166.38,756327.69,555429.63,3425470.34,2563575.6,1257637.7
1-Kotak-122-Te,1,Kotak,122,Teresamouth Branch,1657555.67,522148.23,359335.79,587152.14,2688130.66,2659816.74,544382.52
1-Kotak-185-Po,1,Kotak,185,Port Patricktown Branch,1669771.73,937822.31,1086643.01,876842.15,3739683.93,1363736.45,1030158.41
4-Kotak-130-Ro,4,Kotak,130,Robertshire Branch,1742016.17,661411.32,643005.96,540673.53,2137167.18,2746334.24,1259494.48
4-Kotak-150-La,4,Kotak,150,Lake Kelly Branch,1586179.82,603094.5,1151771.72,761407.82,3328950.83,2776394.37,2463401.17
2-Kotak-138-La,2,Kotak,138,Lake Christophertown Branch,2006009.21,874812.75,632156.93,801528.44,3172301.45,2420910.39,2394687.53
5-Kotak-168-Ve,5,Kotak,168,Vernonborough Branch,557324.1,227488.55,285886.44,324413.12,660224.49,341919.87,835040.64
1-Kotak-119-La,1,Kotak,119,Lake Steve Branch,2125500.27,563622.18,1372015.08,700036.19,4139709.97,1839824.76,2827293.04
1-Kotak-102-Jo,1,Kotak,102,Johnland Branch,1788528.57,938148.85,1079479.58,1081039.89,4435045.49,2791764.44,1791079.63
5-Kotak-173-Ne,5,Kotak,173,New Nathan Branch,583357.77,491457.46,926028.49,566473.68,2312873.9,2587748.51,1587545.8
4-Kotak-179-Po,4,Kotak,179,Port Brian Branch,2148055.33,701741.68,976302.6,1070685.82,3482031.97,2941243.75,1823901.96
2-Kotak-123-Th,2,Kotak,123,Thomasport Branch,1196290.17,166371.42,953384.58,587897.66,2958450.07,1553928.49,1436890.97
5-Kotak-101-Ki,5,Kotak,101,Kimshire Branch,1720749.44,690990.43,803875.27,1114885.8,2324809.36,1614772.63,1186470.72
2-Kotak-198-Mc,2,Kotak,198,Mcintyreton Branch,1950624.69,663068.93,1083294.65,730257.81,4009527.46,2849885.23,1919388.45
1-Kotak-170-Ea,1,Kotak,170,East Joshua Branch,1463577.63,741783.66,927714.66,935661.22,1538476.07,2005839.4,1666586.46
4-Kotak-199-No,4,Kotak,199,North Patrickfort Branch,1529500.6,573801.99,925221.82,341340.94,2587360.53,2248760.02,689046.54
1-Kotak-186-Ea,1,Kotak,186,East Sarabury Branch,1430789,719256.63,866902.47,693878.45,3200453.49,2751900.6,1859903.32
4-Kotak-128-No,4,Kotak,128,North Nathanieltown Branch,1990834.54,860529.03,1658235.58,1258635.75,4647857.08,2220236.35,2191395.59
4-Kotak-168-Ve,4,Kotak,168,Vernonborough Branch,1383339.31,632750.49,806241.72,515880.48,2936189.45,2089056.5,1413647.84
4-Kotak-141-Ho,4,Kotak,141,Hodgesburgh Branch,683459.5,405697.65,232447.02,465210.25,1212304.59,2224280.66,1062948.05
2-Kotak-100-Ea,2,Kotak,100,East Curtis Branch,566091,510771.92,570793.27,126634.94,834527.79,1359311.65,920382.97
3-Kotak-119-La,3,Kotak,119,Lake Steve Branch,1937238.16,526028.16,1067008.49,550439.54,3081934.02,1875182.79,1002676.13
4-Kotak-134-No,4,Kotak,134,North Charles Branch,1010034.64,175266.9,443422.02,427520.33,936424.3,688570.7,871506.74
5-Kotak-133-Da,5,Kotak,133,Danielton Branch,2571321.93,744850.54,1216737.44,1114375.14,2969507.09,2926113.89,1580418.92
3-Kotak-128-No,3,Kotak,128,North Nathanieltown Branch,897456.86,549833.84,783630.91,697470.23,1512431.8,1858816.8,503415.84
1-Kotak-190-Tu,1,Kotak,190,Tuckertown Branch,2055546.16,463829.89,1215297.69,1169501.04,4094702.62,2923878.81,1676781.7
3-Kotak-100-Ea,3,Kotak,100,East Curtis Branch,2191893.24,761852.8,1317050.31,707687.87,3215566.73,4200111.37,1937369.82
2-Kotak-157-Mi,2,Kotak,157,Mitchellburgh Branch,2172641.02,526807.03,863309.31,795626.21,3837417.4,2689349.88,1018015.82
5-Kotak-153-Da,5,Kotak,153,Davidchester Branch,929067.22,476764.61,467194.86,546221.07,1734419.28,1811669.52,891062.04
5-Kotak-180-Ni,5,Kotak,180,Nicolechester Branch,1852348.8,517977.41,482753.36,632027.89,1845081.89,1080134.48,829250.7
4-Kotak-123-Th,4,Kotak,123,Thomasport Branch,1028103.69,551997.8,915143.81,595069.94,2094966.49,1868754.1,860227.91
3-Kotak-158-Ea,3,Kotak,158,East Chadstad Branch,1000147.79,473528.68,1184135.82,661411.54,1628456.57,2428909.75,1683947.48
1-Kotak-107-Po,1,Kotak,107,Port Gregoryport Branch,1226004.21,442334.96,619655.85,500009.16,2465209.76,878607.93,894708.85
2-Kotak-189-Ne,2,Kotak,189,New Dianaborough Branch,1059996.2,353399.25,693866.36,557187.43,1411812.26,733621.69,176379.15
2-Kotak-194-Po,2,Kotak,194,Port Michael Branch,1293499.22,571911.04,836305.17,524323.43,2667693.34,2318759.16,994089.6
2-Kotak-155-Al,2,Kotak,155,Alejandrofurt Branch,1224149.28,399235.74,586942.05,707572.94,2015108.69,1973729.36,1293326.84
5-Kotak-140-St,5,Kotak,140,Stanleyview Branch,321570.93,155735.49,473121.63,391550.98,1852276.66,682449.59,341305.55
4-Kotak-185-Po,4,Kotak,185,Port Patricktown Branch,2490709.91,786923.57,1134379.93,1039035.57,5396804.16,4403239.64,2609675.89
4-Kotak-152-Br,4,Kotak,152,Brittanyland Branch,952315.67,446899.82,1259377.02,807989.2,2479460.47,1913097.19,1731305.35
4-Kotak-100-Ea,4,Kotak,100,East Curtis Branch,1206143.45,337476.75,998881.57,576441.73,1678951.62,1591152.85,902990.73
2-Kotak-151-Ja,2,Kotak,151,Jarvismouth Branch,1105243.18,608080.56,648680.65,748909.47,1783472.9,2761170.23,1062234.43
5-Kotak-187-Ma,5,Kotak,187,Marshallshire Branch,2441164.68,789128.66,1256049.61,817881.75,1988710.48,2559298.8,1340513.13
5-Kotak-114-La,5,Kotak,114,Lake Hollystad Branch,1573871.21,450980.67,905621.56,607524.99,1482120.82,1819334.3,519347.24
3-Kotak-177-Ta,3,Kotak,177,Tammyberg Branch,502597.01,180176.75,396218.94,221564.85,271264.87,300011.72,685754.22
4-Kotak-157-Mi,4,Kotak,157,Mitchellburgh Branch,1561743.97,462301.35,866378.14,760410.86,2358361.32,2700736.36,1791364.03
2-Kotak-139-Ke,2,Kotak,139,Kevinport Branch,2279909.01,850819.19,1370675.53,1227505.8,5040985.06,3839505.89,2811421.06
3-Kotak-157-Mi,3,Kotak,157,Mitchellburgh Branch,956025.98,309537.48,748663.05,484431.18,1308064.25,2019637.44,1612520.28
2-Kotak-166-Ma,2,Kotak,166,Martintown Branch,2600309.84,1105341.78,1795313.69,1160520.65,5618770.54,3430703.61,2513889.01
1-Kotak-137-No,1,Kotak,137,North Robertton Branch,2404885.45,562755.27,1436823.69,924894.45,3680935.4,2099574.64,1646616.7
4-Kotak-183-La,4,Kotak,183,Lancemouth Branch,2063049.3,572561.23,1335719.62,768127.39,4073600.33,2488790.67,1266811.54
1-Kotak-134-No,1,Kotak,134,North Charles Branch,1082254.85,676168.73,1180412.72,860932.33,2689735.36,2528127.12,1894421.69
2-Kotak-195-Po,2,Kotak,195,Port Wanda Branch,2083309.99,463430.65,1085857.77,538862.77,3607695.29,1603573.23,1706130.83
5-Kotak-175-Ne,5,Kotak,175,New Peter Branch,2156557.09,258574.18,1112973.5,819816.08,2736251.89,3307001.84,2102126.48
4-Kotak-117-Ke,4,Kotak,117,Kellymouth Branch,2136780.55,553418.98,946203.18,760347.07,3663148.32,3124901.05,1294165.25
2-Kotak-180-Ni,2,Kotak,180,Nicolechester Branch,2333377.54,704818.67,1689052.97,1175311.9,3926814.01,2208327.58,2254468.42
1-Kotak-144-Ea,1,Kotak,144,East Jenniferstad Branch,2003376.74,802275.48,684939.95,1129421.14,3007243.5,1530509.91,1716412.75
3-Kotak-193-Ne,3,Kotak,193,New Jenniferberg Branch,871694.33,589249.58,544245.65,764784.29,2520108.61,3085963.27,1569313.01
2-Kotak-133-Da,2,Kotak,133,Danielton Branch,1668337.01,468940.17,1161551.94,1042134.89,3115460.61,3441680.37,1851663.42
2-Kotak-172-La,2,Kotak,172,Lake Traci Branch,2296385.32,824072.8,1831064.65,1404926.62,6439573.94,4446425.52,2361498.58
4-Kotak-187-Ma,4,Kotak,187,Marshallshire Branch,1603720.17,542203.17,881923.69,504726.81,2809807.27,1591295.19,900351.1
1-Kotak-184-Po,1,Kotak,184,Port Rachel Branch,1370142.71,354347.98,793148.66,681341.98,2109974.04,2487689.68,1570810.19
3-Kotak-121-Al,3,Kotak,121,Allenhaven Branch,2529849,874682.69,1122100.31,1210765.41,3528569.83,3505639.69,2432224.05
